jobtitle,similar_titles
vendedor de piezas de repuesto de automóviles/vendedora de piezas de repuesto de automóviles,"vendedor de piezas de repuesto de automóviles/vendedora de piezas de repuesto de automóviles
vendedora de piezas de recambio de automóviles
vendedora de piezas de repuesto de automóviles
vendedor de piezas de recambio de automóviles
vendedor de piezas de repuesto de automóviles"
peluquero/peluquera,"peluquero/peluquera
peluquero
peluquera"
restaurador de arte/restauradora de arte,"restaurador de arte/restauradora de arte
restaurador de arte
restauradora de arte"
presentador/presentadora,"presentador/presentadora
presentador
presentadora"
entrenador de golf/entrenadora de golf,"entrenador de golf/entrenadora de golf
entrenador de golf
entrenadora de golf
profesora de golf
profesor de golf"
asesor energético para viviendas/asesora energética para viviendas,"asesor energético para viviendas/asesora energética para viviendas
asesor sobre eficiencia energética en viviendas
agente energético para viviendas
asesor energético para viviendas
asesora energética para viviendas
asesora sobre eficiencia energética en viviendas"
administrador de cuentas de socios/administradora de cuentas de socios,"administrador de cuentas de socios/administradora de cuentas de socios
administradora de cuentas de socios
administrador de cuentas de socios"
montador de calzado a mano/montadora de calzado a mano,"montador de calzado a mano/montadora de calzado a mano
operario de hormas de zapato
montador de calzado a mano
operaria de hormas de zapato
montadora de calzado a mano"
niñero/niñera,"niñero/niñera
niñero
niñera"
mayorista de perfumes y productos cosméticos,"mayorista de perfumes y productos cosméticos
comerciante al por mayor de productos de perfumería y cosmética
consultora de comercio al por mayor de productos de perfumería y cosmética
consultor de comercio al por mayor de productos de perfumería y cosmética"
remachador/remachadora,"remachador/remachadora
operario de máquina remachadora
remachadora
operaria de máquina remachadora
remachador"
fabricante de instrumentos musicales de cuerda,"fabricante de instrumentos musicales de cuerda
constructora de instrumentos musicales de cuerda
luthier
constructor de instrumentos musicales de cuerda
lutier"
operador de máquinas de patronaje textil/operadora de máquinas de patronaje textil,"operador de máquinas de patronaje textil/operadora de máquinas de patronaje textil
operadora de máquinas de patronaje textil
operador de máquinas de patronaje textil"
analista de pruebas,"analista de pruebas
analista de pruebas"
operador de prensa hidráulica de forja/operadora de prensa hidráulica de forja,"operador de prensa hidráulica de forja/operadora de prensa hidráulica de forja
operadora de prensa hidráulica de forja
operador de prensa hidráulica de forja"
operador de máquinas para perforar y rebobinar papel tisú/operadora de máquinas para perforar y rebobinar papel tisú,"operador de máquinas para perforar y rebobinar papel tisú/operadora de máquinas para perforar y rebobinar papel tisú
técnico de máquinas para fabricar papel higiénico
operador de máquinas para perforar y rebobinar papel tisú
operario de máquinas para perforar y rebobinar papel tisú
operario de máquinas para perforar y rebobinar papel de seda
operaria de máquinas para perforar y rebobinar papel de seda
operadora de máquinas para perforar y rebobinar papel tisú
técnica de máquinas para fabricar papel higiénico
operador de máquinas para perforar y rebobinar papel de seda
operaria de máquinas para perforar y rebobinar papel tisú"
terapeuta de masaje para animales,"terapeuta de masaje para animales
terapeuta de animales
masajista para animales
terapeutas de masaje para animales
masajeador de animales
masajeadora de animales"
especialista en motores de aeronaves,"especialista en motores de aeronaves
especialista en reactores de aviación
especialista en mantenimiento de helicópteros
mecánico de motores de aviación
mecánica de motores de aviación
técnico de motores de aeronaves
técnica de motores de aeronaves"
entrenador de boxeo/entrenadora de boxeo,"entrenador de boxeo/entrenadora de boxeo
entrenador de boxeo
instructor de boxeo
instructora de boxeo
entrenadora de boxeo"
asistente de cuidado de animales/asistenta de cuidado de animales,"asistente de cuidado de animales/asistenta de cuidado de animales
asistenta de cuidado de animales
asistentes de cuidado de animales
asistente de cuidado de animales
auxiliar de cuidado de animales"
comandante de flota,"comandante de flota
almirante
almirante general
vicealmirante
contraalmirante
jefe de flota
jefa de flota
oficial de la Armada"
terapeuta de animales,"terapeuta de animales
terapeuta animal
terapeuta veterinario/veterinaria
terapeuta de rehabilitación de animales
terapeutas para animales"
enfermero especializado en atención de urgencias/enfermera especializada en atención de urgencias,"enfermero especializado en atención de urgencias/enfermera especializada en atención de urgencias
enfermera especializada en atención de urgencias
paramédico de ambulancias
paramédica de ambulancias
técnico en emergencias sanitarias
enfermero especializado en atención de urgencias
técnica en emergencias sanitarias"
montador de puertas/montadora de puertas,"montador de puertas/montadora de puertas
montadora de puertas
instaladora de puertas
montador de puertas
instalador de puertas"
técnico de transmisión hidráulica y neumática/técnica de transmisión hidráulica y neumática,"técnico de transmisión hidráulica y neumática/técnica de transmisión hidráulica y neumática
técnica de transmisión hidráulica y neumática
técnico de transmisión hidráulica y neumática"
formador para empresas/formadora para empresas,"formador para empresas/formadora para empresas
especialista en formación en empresas
formadora para empresas
formador para empresas"
ingeniero especializado en máquinas de vapor/ingeniera especializada en máquinas de vapor,"ingeniero especializado en máquinas de vapor/ingeniera especializada en máquinas de vapor
ingeniero especializado en máquinas de vapor
ingeniera especializada en máquinas de vapor"
gestor cultural/gestora cultural,"gestor cultural/gestora cultural
gestor cultural
gestora cultural"
profesor universitario de medicina/profesora universitaria de medicina,"profesor universitario de medicina/profesora universitaria de medicina
profesor universitario de medicina
profesora universitaria de medicina"
agente telefónico en centralita/agente telefónica en centralita,"agente telefónico en centralita/agente telefónica en centralita
agente telefónico en centralita
agente telefónica en centralita"
auxiliar de enfermería en consulta médica,"auxiliar de enfermería en consulta médica
auxiliar de enfermería
auxiliar de enfermería en consulta médica
auxiliar de enfermería de atención primaria
auxiliar de enfermería de consultorio médico
auxiliar de clínica
auxiliar de enfermería de geriatría
auxiliar de enfermería hospitalaria"
ensamblador de cableado eléctrico/ensambladora de cableado eléctrico,"ensamblador de cableado eléctrico/ensambladora de cableado eléctrico
trabajador de líneas eléctricas
instaladora de cableado eléctrico
instalador de cableado eléctrico
ensambladora de cableado eléctrico
ensamblador de cableado eléctrico
trabajadora de líneas eléctricas"
